COUNTRY
,0,
Lupus,36,
Seborrheic dermatitis,36,
Purpura,36,
Rheumatoid arthritis,36,
lupus butterfly rash,36,
blepharitis,36,
lupus fog,36,
symptoms lupus,36,
Rosacea,36,
Pericarditis,36,
enthesitis,36,
serositis,36,
Lichen Sclerosus Flare,36,
celiac disease,36,
Vasculitis,36,
systemic scleroderma,36,
scleroderma,36,
Autoimmune Disorders,36,
rosacea flare,36,
Episcleritis,36,
Blurred vision,37,
vision,37,
Blurry Vision,37,
Floaters,37,
Cataracts,37,
eye floaters,37,
halo vision,37,
blindness,37,
blurry sight,37,
eyes blurry,37,
brightened vision,37,
Blurry vision /Dry eye,37,
Shaky vision,37,
vision blurry,37,
blurred vison,37,
Scintillating Vision,37,
Blurry Vision.,37,
night blindness,37,
Blurry eye,37,
Sparkling vision,37,
vision weakness,37,
vision snow,37,
blurry eyes,37,
Scintillating scotoma,37,
Shimmering Vision,37,
lightheadedness,38,
Shortness of breath,38,
Palpitations,38,
Wheezing,38,
Fainting,38,
Cough,38,
Vertigo,38,
Earache,38,
Phlegm,38,
Choking,38,
dyspnea,38,
coughing,38,
breathlessness,38,
Light-headedness,38,
Exertional Shortness of Breath,38,
Hoarseness,38,
dysphonia,38,
gagging,38,
bronchospasm,38,
wheeze,38,
Throbbing headache,38,
Stabbing headache,38,
Exertional headache,38,
Post Exertional Malaise,38,
exertional fatigue,38,
Fatigue,39,
Fatigue and tiredness,39,
Insomnia,39,
Irritability,39,
Sleeplessness,39,
Forgetfulness,39,
Restlessness,39,
Excessive sweating,39,
Sweating,39,
shakiness,39,
Tiredness,39,
Disorientation,39,
Drooling,39,
Unsteadiness,39,
Physical Tiredness,39,
Nervousness,39,
Drowsiness,39,
Thirst,39,
Hypersomnia,39,
profuse sweating,39,
Extreme tiredness,39,
Aural fullness,39,
Trembling,39,
Sudden fatigue,39,
Listlessness,39,
Inappropriate sweating,39,
Flu-like symptoms,39,
Anxious cough,39,
Flu-like feeling,39,
Blackouts,39,
Discomfort,39,
Faintness,39,
restless,39,
fatigue,39,
Positional dizziness,39,
shivering,39,
Palpitation and Nervousness,39,
flu-like achiness,39,
mental/emotional malaise,39,
orthostatic symptoms,39,
post exertion malaise,39,
fatigue fever,39,
nausea and hunger,39,
sudden urination,39,
tiredness and fatigue,39,
difficulty sweating,39,
involuntary gagging,39,
Prodromal Sensations,39,
Nausea after exertion,39,
unexplained crying,39,
libido,39,
general malaise,39,
restless agitation,39,
Lumbar Pain,40,
Rib pain,40,
Dislocated Rib Pain,40,
Arch Pain,40,
ribs,40,
sacrum pain,40,
Spinal Stenosis,40,
Radiculopathy,40,
Spine pain,40,
sacro iliac pain,40,
cervical spine pain,40,
Cervical spine subluxation,40,
Spinal subluxation,40,
neck spasm,40,
ligament and tendon pain,40,
carpal tunnel pain,40,
carpal tunnel,40,
rib spasm,40,
herniated discs,40,
myelopathy,40,
craniocervical instability,40,
rib swelling,40,
Cervical Spondylosis,40,
sacral spine pain,40,
Carpal Tunnel Right,40,
Carpal Tunnel Left,40,
scoliosis,40,
cervical instability,40,
toe spasm subluxation,40,
intercostal pain,40,
inflamed neck,40,
Carpal Tunnel Syndrome Pain,40,
Intercostal Rib Pain,40,
carpal tunnel syndrome,40,
sublux rib,40,
sublux neck,40,
rib sublaxation,40,
Coccyx pain,40,
fibula pain,40,
injuries,40,
cervical dystonia,40,
Posterior rib pain,40,
cervical,40,
jaw dislocating,40,
Ligament pain,40,
Rib instability,40,
Sacral Pain,40,
Neck Instability,40,
lumbar spine pain,40,
lumbosacral instability,40,
Labrum Tear,40,
Nerve Pain Neck Upper Spine,40,
Pelvis Subluxing,40,
Carpal spasm,40,
Muscle spasms,41,
diaphragm spasm,41,
Bladder spasms,41,
Thumb spasms,41,
bowel spasms,41,
intestinal spasms,41,
Neck spasms,41,
Stomach spasms,41,
Gi spasms,41,
Esophogeal spasm,41,
Abdominal spasm,41,
Back spasms,41,
Cramping and muscle spasms,41,
Leg spasms,41,
arm spasm,41,
spasms in legs,41,
involuntary spasms,41,
urinary spasms,41,
spasms,41,
arm spasms,41,
shoulder blade spasms,41,
abdominal spasms,41,
side spasms,41,
Face/Neck spasms,41,
esophageal spasm,41,
Kidney Spasms,41,
tetany,41,
calf spasms,41,
spasms legs,41,
vaginal spasms,41,
upper back spasms,41,
shoulder spasms,41,
foot spasm,41,
urethral spasms,41,
trapezius spasm,41,
Foot spasms,41,
intercostal spasm,41,
Pelvic Floor Spasms,41,
jaw spasm,41,
leg spasms with bowel movements,41,
constant hunger,42,
Eating problems,42,
undigested food,42,
Desire to eat sugar,42,
Excess eating,42,
Air hunger,42,
Number of meals eaten,42,
food sensitivities,42,
Disordered eating,42,
extra hunger,42,
Reaction to spicy foods,42,
Flake,42,
Raw,42,
Eating meals,42,
Food Consumption,42,
Water consumption,42,
food sensitivity,42,
Over eating,42,
skipped meal,42,
Under eating,42,
skipping meals,42,
Low Carb Diet,42,
new food,42,
Food,42,
food bolus impaction,42,
stuck food,42,
Extreme Hunger,42,
food reactivity,42,
Eating too late,42,
food senstivity,42,
food restriction,42,
Diarrhea after food,42,
cane use,42,
Food Intolerances,42,
Sensation of food stuck,42,
Excessive Hunger,42,
Food is hard,42,
underweight,42,
low spoons,42,
Oxygen Hunger,42,
Refusing food to avoid perception of overeating,42,
food repulsion,42,
gluten,42,
Hunger after meal,42,
Restricting food,42,
eating issues,42,
food aversion,42,
Excess Hunger,42,
Calories,42,
Carb / Sugar Cravings,42,
Reflux without eating,42,
craving salty meals more often 1/4th of the time,42,
excessive eating,42,
Jaw Clenching,43,
Unsteady gait,43,
involuntary movements,43,
posture,43,
proprioception,43,
Shakes,43,
Leg twitching,43,
Arm twitching,43,
limb jerks,43,
Eyelid Twitching,43,
Face twitching,43,
Twitching,43,
legs twitching,43,
arm tremor,43,
arm tremors,43,
jerking,43,
Hypnic jerk,43,
jerky tremors,43,
Body Twitching,43,
Uncoordinated,43,
limb twitching,43,
body tremors,43,
tremulous,43,
jerky movements,43,
Twitches,43,
limb jerk,43,
quivering,43,
arm jerking,43,
unintended jaw clenching,43,
eye twitching,43,
Torso Twitching,43,
Tremor,44,
Paralysis,44,
Dysarthria,44,
ataxia,44,
Ptosis,44,
Aphasia,44,
clumsiness,44,
Dystonia,44,
Spasticity,44,
Tics,44,
myoclonic jerking,44,
Mutism,44,
dyskinesia,44,
tremors,44,
Dysautonomia,44,
myoclonus,44,
Nystagmus,44,
bradykinesia,44,
slowness,44,
Myotonia,44,
myoclonic seizure,44,
Jerks,44,
Chorea,44,
Deafness,44,
diplopia,44,
myoclonus and opsoclonus and ataxia,44,
telangiectasia,44,
Ataxic gait,44,
papilledema,44,
fasciculations,44,
clumsy dyspraxia,44,
Dysphasia,44,
neurological slowness,44,
anisocoria,44,
Sore throat,45,
Sore nose thing,45,
Sore breasts,45,
Canker sore,45,
Sore tongue,45,
Cold sore,45,
sore joints,45,
Sore hands,45,
sore body,45,
sore eyes,45,
Sore ankle,45,
sore back,45,
sore neck,45,
Sore shoulders,45,
nose sore,45,
Sore ears,45,
sore neck left,45,
sore neck right,45,
sore skin,45,
sore arms,45,
sore muscles,45,
sore stinging vulva,45,
sore mouth,45,
sore elbow,45,
sore veins,45,
sore scalp,45,
Sore feet,45,
Sore Ear,45,
sore in mouth,45,
soles of feet sore,45,
Sore ribcage,45,
sore ankles,45,
sore right back,45,
Sore thighs,45,
sore boobs,45,
sore wrist,45,
upper back sore,45,
lower back sore,45,
sore teeth,45,
sore knee,45,
sore spine,45,
sore legs,45,
Sore Armpit Glands,45,
Sore Femoral Glands,45,
red sore skin,45,
sore bones,45,
sore finger joint,45,
sore nose,45,
sore jaw,45,
sore index finger,45,
sore,45,
sore ribs,45,
sore / stiff,45,
Mal aux jambes circulation,46,
Maux de Tete / Migraine,46,
Faiblesse Musculaire,46,
Problemes de vision,46,
Mal aux Jambes,46,
deja vu,46,
CE,46,
dont want sex,46,
mal de tete,46,
dos,46,
bras,46,
jambe,46,
mal de ventre,46,
selles molles,46,
periode,46,
Falta de ar,46,
Cicatrisation,46,
sociale angst,46,
herpes,47,
Herpes simplex,47,
Herpes,47,
Joint stiffness,48,
Joint Instability,48,
hot joints,48,
Joint swelling,48,
Joint cracking,48,
popping of joints and bones,48,
Fluid in knee,48,
clicky hips,48,
Joint dislocation/subluxation,48,
Joint paint,48,
Acid Joints,48,
Joints giving out,48,
Callus,48,
achy joints,48,
Ankle issues,48,
finger joint swelling,48,
Fluid on joints,48,
joint dislocating,48,
Joints Pop,48,
Painful cracking in joints,48,
Joint Inflammation,48,
Stiff Joints,48,
Joint,48,
morning joint stiffness,48,
joint grinding,48,
ankle inflammation,48,
trashed joints,48,
joint stickiness,48,
achy joints in feet,48,
weak joints,48,
Joint looseness,48,
popping joints,48,
inflammation joints,48,
burning in joints,48,
joint popping,48,
Bone Spurs,48,
Toe inflammation,48,
joints popping,48,
Arthrosis flare,48,
Joint Issues,48,
Joint cysts,48,
stiff joint,48,
soft tender tendons where they meet the joints,48,
Joint locking,48,
joint bleeds,48,
joint movement,48,
knee crunching,48,
cracking joints,48,
locked joints,48,
joint p,48,
subluxation of another joint,48,
joint c,48,
ankle and calf inflamation,48,
joint d,48,
pain/swelling in ankles,48,
Stiff painful fingers joints,48,
joint paint stiffness legs,48,
joint clicks,48,
Joints Cracking,48,
joints locking,48,
Tendonitis of feet,48,
arthritic joints,48,
cold/ knee,48,
hot knee,48,
swelling behind knee,48,
food cravings,49,
Hunger,49,
Binge eating,49,
Alcohol consumption,49,
smoking,49,
Craving red meat,49,
Craving salty food,49,
salt craving,49,
Overeating,49,
Sugar craving,49,
Sugar cravings,49,
binge urge,49,
Alcohol urges,49,
Cravings,49,
Chocolate craving,49,
Eating junk,49,
salt cravings,49,
Snacking,49,
junk food craving,49,
Craving Carbs,49,
Bingeing,49,
craving salt,49,
Appetite or binge eating,49,
craving sweets,49,
Food craving - sweets,49,
Alcohol,49,
Craving sugar,49,
Hoarding,49,
risky food,49,
Alcohol use,49,
craving food,49,
carb cravings,49,
Craving meat,49,
craving spicy foods,49,
craving acid,49,
Diarrhea,50,
Fever,50,
Pharyngitis,50,
Diarrhoea,50,
Bloody Stools,50,
Dysphagia,50,
Jaundice,50,
Meteorism,50,
Dysuria,50,
steatorrhea,50,
Low-grade fever,50,
Hiccups,50,
Bloody diarrhea,50,
Polyphagia,50,
Polyuria,50,
hepatomegaly,50,
Hematuria,50,
Hematochezia,50,
cystitis,50,
Bloody sputum,50,
Fevers,50,
diarrhea,50,
Menorrhagia,50,
Bloody stool,50,
bloody diarrhoea,50,
obstipation,50,
bloody discharge,50,
Melaena,50,
constipated,50,
anasarca,50,
Seizures,51,
Allodynia,51,
atonic seizure,51,
nervous,51,
Overstimulation,51,
autonomic dysreflexia,51,
reflex sympathetic dystrophy,51,
nervous pain,51,
autonomic nervous system failure,51,
Sensory Symtoms,51,
Nervous Fidgeting,51,
vasodilation,51,
hyperalgesia,51,
reflex,51,
autonomic crash,51,
spinal seizures,51,
Spinal Tonic Spasms,51,
overactivity,51,
nervous tics,51,
seizure,51,
autonomic seizures,51,
gag reflex,51,
Non-epileptic Seizures,51,
Self-neglect,52,
impatience,52,
Compulsion,52,
desperation,52,
Misery,52,
Indecision,52,
Unmotivated,52,
Remorse,52,
Procrastination,52,
Dread work,52,
Lucid dreams,52,
Blaming Others,52,
rituals,52,
flashback,52,
Self-isolation,52,
rage,52,
Hypersexual,52,
Moody,52,
Narcissism,52,
ruminating,52,
possessive,52,
regret,52,
hype,52,
creativity,52,
Defiance,52,
rudeness,52,
Emptiness,52,
fidgeting,52,
Magical thinking,52,
pride,52,
Vaginismus,52,
melancholy,52,
demotivation,52,
Nightmare,52,
Lucid dreaming,52,
Hormonal outbursts,52,
Irrational Thoughts.,52,
Grandiose thinking,52,
Hopefulness,52,
Nihilism,52,
Sadism,52,
Nihilistic,52,
secrecy,52,
apathetic,52,
Angst,52,
Self-hatred,52,
Drugged,52,
Indecisiveness,52,
overly talkative,52,
self hate,52,
Gloomy,52,
Disinterest,52,
self love,52,
Self-mutilation,52,
Bloating,53,
cramping,53,
Tenesmus,53,
abdominal cramps,53,
pelvic cramping,53,
Abdominal tenderness,53,
dyspareunia,53,
Abdominal bloating,53,
epigastric pain,53,
Abdominal cramping,53,
Fullness,53,
Pelvic bloating,53,
Abdominal Distension,53,
stomach bloating,53,
distention,53,
epigastric,53,
epigastric ache,53,
distension,53,
abdominal discomfort,53,
epigastric burning,53,
Bloating Pain,53,
abdominal distention,53,
intrusive thoughts,54,
Dreams,54,
Unwanted Thoughts,54,
Suicidal Thoughts,54,
Worry,54,
Racing thoughts,54,
feelings of worthlessness,54,
frustration,54,
SI Thoughts,54,
self harm thoughts,54,
vivid dreams,54,
Negative self-talk,54,
fixating thoughts,54,
negative thoughts,54,
Jumbled thoughts,54,
vivid dreams and nightmares,54,
unhelpful thoughts,54,
invasive thoughts,54,
intrusive images,54,
drinking thoughts,54,
disorganized thoughts,54,
thoughts of suicide,54,
Self Disgust,54,
Thoughts of self-harm,54,
actively suicidal,54,
Sadness or teary,54,
Anger self,54,
Anger others,54,
Anxious thoughts,54,
Self destructive thoughts,54,
Homicidal thoughts,54,
extreme emotions,54,
overwhelming sadness,54,
rage attacks,54,
grief,54,
optimism,54,
anger outbreak,54,
heavy thoughts,54,
uncontrollable emotions,54,
Trouble controlling emotions,54,
anxious spirals,54,
Intense anger,54,
positive thoughts,54,
Obsessive Food Thoughts,54,
mixed moods,54,
Fast Thoughts,54,
Clear thoughts,54,
nightmares and vivid dreams,54,
impulsive thoughts,54,
obsessive anxious thought spirals,54,
Feelings of Hopelessness,54,
ocd thoughts,54,
unwanted suicidal thoughts,54,
self harm ideation,54,
Intense feelings,54,
obtrusive thoughts,54,
Gay Thoughts,54,
Mouth sores,55,
Nasal sores,55,
Genital Ulcers,55,
Gastritis,55,
Mouth ulcers,55,
Sores in Nose,55,
Mouth ulcer,55,
Nasal cold sores,55,
lip cold sores,55,
Body sores,55,
ulcers,55,
gi ulcers,55,
canker sores,55,
Breast sores,55,
Nose sores,55,
Scalp sores,55,
open sores,55,
Nasal swelling ulcer,55,
skin sores,55,
oral ulcers,55,
Gastric Ulcers,55,
skin ulcers,55,
vaginal ulcer,55,
nose ulcer,55,
Body Ulcers,55,
vaginal sores,55,
tongue sores,55,
Tong Ulcers,55,
nose ulcers,55,
nasal ulcers,55,
non-healing state,55,
wounds,55,
apthous ulcers,55,
ulceration,55,
mouth ulcers and tongue ulcers,55,
Head Sores,55,
eye ulcer,55,
sores,55,
Finger ulcers,55,
tongue ulcers,55,
sores in mouth,55,
Warts,55,
eye ulcers,55,
mouth/nose sores,55,
Wart,55,
vaginal ulcers,55,
aphthous ulcers,55,
Vomiting blood,56,
Frequent urination,56,
micro fever,56,
Sweet breath,56,
Earache L,56,
Earache R,56,
extreme thirst,56,
vague,56,
Low grade fever,56,
Dry cough,56,
Full body ache,56,
Cluster Headache,56,
excess catarrh,56,
near fainting,56,
Night sweats acid,56,
Whole Body Aches,56,
Shortness of breath at rest,56,
Wind fever,56,
Wet cough,56,
Feverish or cold chills,56,
Total body ache,56,
low fever,56,
loose stools,56,
ice headache,56,
Rib & Chest Pain / Shortness of Breath,56,
Icepick headache,56,
dry cough or hacking,56,
half headache,56,
Plexus related nausea,56,
gas and bloating,56,
Flu like body aches,56,
Pencil stools,56,
Flue like symptoms,56,
gas and belching,56,
Stools loose,56,
Stools hard,56,
other pains,56,
hard stools,56,
bloating or inflammation,56,
woken by dry throat last night,56,
overall body aches,56,
coughing up mucus,56,
Cold fever,56,
low bp dizziness,56,
Early Fullness,56,
Nausea & Vomitting,56,
Hay Fever,56,
Irritating dry cough at night,56,
GI / Bloating,56,
full body cramping,56,
soft stools,56,
vertigo with blackout,56,
nausea from urinating,56,
Frequent urinating,56,
Gas / Bloating,56,
hot flash or chills,56,
shakiness and weakness,56,
increased urination,56,
Productive cough,56,
Near syncope,56,
vomitting,56,
100.5 fever,56,
101.8 fever,56,
103.9 fever,56,
102.6 fever,56,
* Dizziness *,56,
Urination burning or urgency,56,
choking frequently on liquids,56,
Frequent stools,56,
Lack of sweating,56,
alternating diarrhea and constipation,56,
freq urination,56,
Mucus - bloody,56,
gas & bloating,56,
bloating & gas,56,
Gas Pains,56,
Windy stools,56,
slight headache,56,
light headaches,56,
full body aches,56,
constipation and gas,56,
Sticky Phlegm,56,
Cramping when Aroused,56,
welts from itching,56,
profuse sweating while sitting/standing,56,
choking from reflux,56,
sudden onset red rash overnight,56,
Trapped abdominal gas pains,56,
vomit acid,56,
Sudden onset cramps in belly,56,
Laryngitis intermittent due to reflux,56,
gas and cramps,56,
Hot flashes,57,
Cold,57,
Cold feet,57,
Cold hands,57,
Cold nose,57,
Dehydration,57,
Overheating,57,
Flushing,57,
Spotting,57,
cold symptoms,57,
water retention,57,
Wind,57,
Too hot,57,
Too cold,57,
cold arms,57,
feeling cold,57,
Cold fingers,57,
chilled,57,
Purging,57,
Hot flushes,57,
smelly gas,57,
Weather,57,
purge,57,
Boil,57,
hot flush,57,
extremely cold,57,
extremely hot,57,
flash back,57,
hot and cold,57,
icy hot feeling,57,
Warm rush,57,
Cold Sympotoms,57,
trapped wind,57,
Cold sores,57,
cold sweat,57,
Flushing (other),57,
cold clammy hands,57,
fog,57,
flushed,57,
cold or flu,57,
cold feeling,57,
numb cold face,57,
Cold Flashes,57,
weather sentivity,57,
flooding,57,
hot/cold,57,
sweating hot and cold,57,
Ice pick headaches,57,
Warm,57,
cold spells,57,
cold shivers,57,
the cold,57,
under weather,57,
Shower,57,
cold and flu like symptoms,57,
medication fog,57,
Cold Limbs,57,
spotting,57,
hot then cold,57,
Ice Stab,57,
hot hands,57,
head cold,57,
cold and flu,57,
cold virus,57,
cold flash,57,
cannot cool down,57,
teeth sensitive to hot and cold,57,
explosive gas,57,
intermittently hot and cold,57,
Hot spot,57,
Heavy periods,58,
Period,58,
Periods,58,
Wake Time,58,
Period Flow,58,
over,58,
Painful periods,58,
Duration,58,
Heavy period,58,
Irregular Periods,58,
Lag,58,
long periods,58,
on period,58,
Period bleed,58,
painful period,58,
medium period,58,
light period,58,
Week before period,58,
Vitamin D deficiency,59,
Energy,59,
low vitamin d,59,
Concentration,59,
low energy,59,
nutrient deficiency,59,
iron deficency,59,
Energy Level,59,
cortisol,59,
sulphur burps,59,
oxygen deficiency,59,
Adrenaline effects,59,
hormone inbalance,59,
oxy,59,
low concentration,59,
hydration,59,
stress levels,59,
Excess energy,59,
less energy,59,
sulphur,59,
sulfur burps,59,
Ferritin,59,
l ow oxygen to brain,59,
low oxygen,59,
Lactic acid,59,
bilirubin elevated,59,
adrenaline surge,59,
Excessive gas,59,
Dose,59,
energy crash,59,
Calcium deposits,59,
High Energy,59,
low oxygen levels,59,
no energy,59,
low potassium,59,
Oxygen Starvation,59,
hormonal imbalance,59,
acid,59,
lack of oxygen,59,
hormone imbalance,59,
Energy levels,59,
vit d,59,
energy levels in evening,59,
Adrenaline surges,59,
injures,60,
Achiness,60,
Nosebleed,60,
Vulvodynia,60,
Burping,60,
Coccydynia,60,
Costochondritis,60,
Osmophobia,60,
trichotillomania,60,
pimples,60,
Hidradenitis boil,60,
scabbing,60,
phlebitis,60,
bloat,60,
EDS bruising,60,
strep,60,
backpain,60,
dolor,60,
Mastalgia,60,
Bronchospasms,60,
Livedo reticularis,60,
hidradenitis suppurativa,60,
Formication,60,
sclerodactyly,60,
painful cellulitis,60,
Headache.,60,
Tachycardia.,60,
Diarrhea.,60,
Migraine.,60,
opsoclonus,60,
Bedbound,60,
Pompholyx,60,
near-syncope,60,
proctalgia,60,
hypo,60,
Fever/chills,60,
chilblains,60,
Intertrigo,60,
dropsy,60,
post herpetic neuralgia,60,
Calor,60,
proctalgia fugax,60,
nosebleeds,60,
Fibro Symptoms,60,
Acrocyanosis,60,
Sight Loss,61,
Hearing loss,61,
Humor,61,
Tunnel vision,61,
Double vision,61,
Vision loss,61,
Hair loss,61,
Visual disturbance,61,
Visual snow,61,
Visual Disturbances,61,
Vision changes,61,
Eye focus,61,
visual changes,61,
detachment,61,
loss of corneal reflex,61,
loss of vision right eye,61,
vision issues,61,
vision disturbances,61,
visual and audio disturbances,61,
vision problems,61,
visual,61,
Loss of vision,61,
Vision Blind Spot,61,
Double vision left eye,61,
rapid eye movement,61,
involuntary rapid eye movement,61,
color vision change,61,
slow mo vision,61,
spots in vision,61,
narrowed vision,61,
blurred vision - R,61,
blurred vision - L,61,
Eye vision changes,61,
Staring with blurry vision and impaired awareness,61,
Brain Blinks,61,
oscillating vision,61,
retinal persistency,61,
vision white out,61,
Blacking Vision,61,
Difficulty hearing,61,
streaming eye,61,
peripheral vision loss,61,
eye issues,61,
night time vision loss,61,
Vision abnormalities,61,
Left eye pain and blurred vision,61,
crossed vision,61,
Hearing changes,61,
Shoulder pain,62,
Knee pain,62,
Wrist pain,62,
Joint pain,62,
Hip pain,62,
Ankle pain,62,
Elbow pain,62,
Joint weakness,62,
Toe pain,62,
Heel pain,62,
thumb pain,62,
achilles tendon pain,62,
Ankle Swelling,62,
Knee swelling,62,
Shoulder stiffness,62,
Forearm Tendon Pain,62,
bursitis,62,
plantar fasciitis,62,
painful elbow,62,
painful knees,62,
Painful joints,62,
Joint Pain Ankle Wrist,62,
tendonitis,62,
Knee crepitus,62,
tendon pain,62,
hip numbness,62,
Joint redness,62,
Sprain,62,
hypermobility,62,
Shin pain,62,
Thigh Pain,62,
joint pain wrists,62,
Pain Shoulder,62,
ankle weakness,62,
Foot joint pain,62,
psoas pain,62,
numb knee,62,
Piriformis pain,62,
pain joint,62,
Joint tenderness,62,
Femur pain,62,
forearm pain,62,
Joint Pain Knees,62,
sacroiliac pain,62,
Joint pain fingers,62,
Toe joint pain,62,
ankle joint pain,62,
plantar fascitis,62,
hip joint pain,62,
knee joint pain,62,
Shoulder pains,62,
sprained ankle,62,
wrist swelling,62,
knee jerking,62,
elbow swelling,62,
hand wrist elbow pain,62,
wrist spasm,62,
Ankle tendon pain,62,
Hip weakness,62,
Bicep pain,62,
joint pain elbows,62,
hip flexor pain,62,
Joint soreness,62,
wrist joint pain,62,
joint pain hips,62,
joint pain shoulders,62,
joint pain feet,62,
joint pain wrist,62,
painful wrist,62,
swollen painful ankle,62,
Shoulder soreness,62,
Sore elbow joints,62,
joint pain,62,
Scapula pain,62,
knee and ankle pain,62,
joints painful,62,
joint pain hip,62,
joint pain ankles,62,
joint pain shoulder,62,
leg joint pain,62,
Tendonitis of elbow,62,
swelling shoulder,62,
shoulder joint pain,62,
hip cramping,62,
Ankle popping,62,
Numb fingers,63,
Stiff hands,63,
Feet Numb,63,
Hands Numb,63,
Arms Numb,63,
Legs numb,63,
numb feet,63,
Legs buckle,63,
Clammy head,63,
Restless legs,63,
Numb Toes,63,
Burnin legs,63,
Hot feet,63,
Heavy legs,63,
numb legs,63,
numb hands,63,
Weak legs,63,
Numbness hands or feet,63,
toes numb,63,
Tired Legs,63,
Sweaty hands,63,
chapped hands,63,
achy legs,63,
body numb,63,
Can't move legs,63,
dragging feet,63,
painful hands,63,
stiff legs,63,
bruised feeling muscles,63,
feet and legs numb,63,
cold toes,63,
big tremors,63,
numb toe,63,
clumsy fingers,63,
walking dragging leg,63,
legs swelling,63,
Belly bloat,63,
numb leg,63,
numb face,63,
shaky hands,63,
numbness arms or legs,63,
clumsy hands,63,
leg dragging,63,
hands tremble,63,
legs trembling,63,
legs stiff,63,
tight legs,63,
numbness legs and feet,63,
dexterity fingers,63,
Jelly legs,63,
jumpy legs,63,
painful fingers or toes,63,
shooting pain down legs,63,
numb arm,63,
numbness arms and legs,63,
achy hands,63,
hands hurting,63,
Flaccid Hang,63,
shaking legs,63,
Numb or painful hands,63,
mechanic hands,63,
clenched jaw,63,
smelly hands,63,
puffy hands,63,
numb arms/hands,63,
Blotchy hands and legs,63,
Restless night legs,63,
Legs and feet pain,63,
tense shoulders,63,
Achy feet,63,
twitchy legs,63,
numb tongue,63,
legs & feet pain,63,
painfull legs,63,
legs hurt,63,
legs hurting,63,
Sleeping legs,63,
numb fingertips,63,
Leg and feet twitching,63,
Muscle ache,64,
Toothache,64,
Tummy ache,64,
Ear ache,64,
dumb stomach ache,64,
Body aches,64,
Sharp pains,64,
left shoulder ache,64,
Stomach ache,64,
head aches,64,
Pulsating head ache,64,
Head ache,64,
General muscle ache,64,
bowel ache,64,
Eye ache,64,
Burning Muscular Ache,64,
neck ache,64,
ear aches,64,
muscles ache,64,
Aches and pains,64,
Workout head ache,64,
Body Ache,64,
cold ache,64,
stomach pains,64,
leg aches,64,
Jaw ache,64,
back ache,64,
Leg ache,64,
joints ache,64,
legs ache,64,
Joint ache,64,
Flu aches,64,
Stomach aches,64,
Dull stomach pains,64,
Aches & Pains,64,
Body aches pains,64,
joint aches,64,
sacroiliac ache,64,
Lower back ache,64,
shooting pains,64,
Rib Ache,64,
Back pains,64,
Hands ache,64,
weird chest ache,64,
rt shoulder ache,64,
head ache,64,
Bone Aches,64,
hip ache,64,
hot back ache,64,
General aches & pains,64,
C-spine ache,64,
ache,64,
stomach ache,64,
Random aches and pains,64,
bone ache,64,
lower stomach ache,64,
Upper Back Ache,64,
Finger pain ache,64,
Deep back ache,64,
general back aches,64,
Flank pains,64,
lower back aches,64,
finger ache,64,
hand ache,64,
wrist ache,64,
Elbow Ache,64,
Finger Aches,64,
Chest pain,65,
Chest tightness,65,
heavy chest,65,
Soreness in chest,65,
Pinpoint chest pain,65,
Chest burn,65,
Chest congestion,65,
Chest pains,65,
abdominal swelling,65,
Tight chest,65,
chest dermatitis,65,
muscle pain chest,65,
Abdomen pain,65,
Chest pain/discomfort,65,
chest spasm,65,
chest fluttering,65,
chest cough,65,
chest spasms,65,
chest rash,65,
distended abdomen,65,
Bad Chest,65,
Chest discomfort,65,
chest infection,65,
chest stabbing pain,65,
chest dysphoria,65,
chest stab,65,
left chest stab,65,
abdominal bloat,65,
chest splotches,65,
flaring chest,65,
chest flutters,65,
Chest soreness,65,
chest tenderness to touch,65,
chest rattle,65,
chest and neck rash,65,
Chest Wall Pain,65,
Sharp stabbing chest pain,65,
Chest pain general,65,
Digestive distress,66,
Upset stomach,66,
Distended stomach,66,
Acid Reflux,66,
Overactive bladder,66,
Mucus,66,
bladder issues,66,
Bladder frequency,66,
Stomach acid,66,
Lower intestinal discomfort,66,
Intestinal gas,66,
intestinal pinching,66,
stomach issues,66,
colon bleeding,66,
Stomach upset,66,
Intestinal inflammation,66,
bladder problems,66,
Lungs,66,
Breast discharge,66,
stomach bloat,66,
Lung Scaring,66,
stomach swelling,66,
Digestive problems,66,
underactive bladder,66,
Bloated stomach,66,
excessive mucus,66,
kidney stone,66,
colon mucus,66,
inflamed colon feel,66,
gurgling in colon,66,
bladder problem,66,
Bladder failure,66,
stomach flare,66,
stomach noises,66,
overactive saliva,66,
weak bladder,66,
bladder leakage,66,
delayed gastric emptying,66,
Bladder function,66,
mucus in lungs,66,
neurogenic bladder,66,
sour stomach,66,
trouble emptying bladder,66,
difficulty emptying bladder,66,
digestive symptoms,66,
bladder controll,66,
Bloated gut,66,
Rumbling Stomach,66,
Queasy stomach,66,
Stomach Pain/Cramps,66,
Intestinal discomfort,66,
stomach rumbling,66,
stomach ulcer,66,
Slow stomach digestion,66,
digestive difficulties,66,
colon cramp,66,
Stomach Burn,66,
gut,66,
Stomach problems,66,
excessive stomach noises,66,
sphincter of oddi,66,
colon,66,
gastric upset,66,
Swollen throat,67,
sneezing,67,
Post-nasal drip,67,
Runny nose,67,
Itchy throat,67,
Stuffy nose,67,
Dry nose and throat,67,
Bloody nose,67,
Dry throat,67,
Throat tickle,67,
Lump in throat,67,
