COUNTRY
,0,
Hypersensitivity to touch,45,
* Light Sensitivity *,45,
Sensitivity to sound,45,
Sensitivity to smell,45,
Mouth sensitivity,45,
Teeth Sensitivity,45,
sensitivity to water,45,
sensitivity to noise,45,
face sensitivity at night,45,
sensitivity to light / sound,45,
Neurological Sensitivity,45,
sensitivity to touch face,45,
sensitivity to touch arms,45,
sensitivity to touch trunk,45,
Migraine induced light sensitivity,45,
Migraine induced sound sensitivity,45,
Startle Reaction,45,
light & noise sensitivity,45,
morning/afternoon sensitivity to sunlight,45,
loose stool,46,
Bloody Stools,46,
Mucus in stool,46,
Discolored Urine,46,
Cloudy urine,46,
discolored stool,46,
Foul smelling urine,46,
Soft Stool,46,
stool frequency,46,
Stool,46,
excessive stool,46,
loose stools,46,
faecal incompetence,46,
Pencil stools,46,
strep,46,
Bloody sputum,46,
Foamy stool,46,
Stools loose,46,
Stools hard,46,
sputum,46,
hard stools,46,
urgent stool,46,
Sputum more,46,
Bloody stool,46,
soft stools,46,
hard stool,46,
bloody discharge,46,
Frequent stools,46,
frequent stool,46,
Frothy Sputum,46,
yellow stool,46,
Sputum bigger,46,
sputum pro,46,
Mucus - bloody,46,
Windy stools,46,
Trouble falling asleep,47,
Falling asleep,47,
Trouble Sleeping,47,
trouble staying asleep,47,
Difficulty falling asleep,47,
difficulty staying asleep,47,
Falling asleep inappropriately,47,
falling,47,
Limbs falling asleep,47,
asleep,47,
Difficultly staying asleep,47,
Staying asleep,47,
extremities falling asleep,47,
Falling asleep while active,47,
undigested food,48,
Desire to eat sugar,48,
Excess eating,48,
Number of meals eaten,48,
food sensitivities,48,
extra hunger,48,
Reaction to spicy foods,48,
Flake,48,
Raw,48,
Restriction,48,
Food Consumption,48,
Water consumption,48,
food sensitivity,48,
gum disease,48,
Over eating,48,
skipped meal,48,
Under eating,48,
digestion,48,
skipping meals,48,
Low Carb Diet,48,
new food,48,
Food,48,
food bolus impaction,48,
stuck food,48,
food reactivity,48,
food senstivity,48,
food restriction,48,
Diarrhea after food,48,
cane use,48,
Food Intolerances,48,
Water Weight,48,
Food is hard,48,
low spoons,48,
food repulsion,48,
gluten,48,
Hunger after meal,48,
Restricting food,48,
Calories,48,
Carb / Sugar Cravings,48,
craving salty meals more often 1/4th of the time,48,
Heart Rate,49,
heart waves,49,
slow,49,
Rapid heartbeat,49,
Rapid Pulse,49,
Fast Heart Rate,49,
elevated heart rate on exertion,49,
Accelerated heart rate,49,
Irregular heartbeat,49,
Rapid heart rate,49,
low heart rate,49,
irregular heart rate,49,
slow brain,49,
Accelerated Heart,49,
increase heart rate,49,
Elevated heart rate,49,
Erratic Heartbeat,49,
Spiky heart rate,49,
High heart rate,49,
Heart blip,49,
Increased Heart rate,49,
irregular heart beat,49,
fast heartbeat,49,
Slow Movement,49,
Rapid heart beat,49,
slow heart rate,49,
slowed reaction,49,
fast pulse,49,
fast heart beat,49,
visible heart beat,49,
Rapid resting heart rate,49,
rapid respiratory rate,49,
high resting heart rate,49,
Self Harm,50,
Talking problems,50,
Unwanted Thoughts,50,
sudden urges,50,
low self-esteem,50,
Racing thoughts,50,
voices,50,
Exceptionally sad,50,
Feeling weak,50,
frustration,50,
easy to anger,50,
Strange behavior,50,
Difficulty thinking,50,
SI Thoughts,50,
self harm thoughts,50,
Frustrating Parenting,50,
excessive worrying,50,
Neglecting oneself,50,
quick to anger,50,
Negative self-talk,50,
fixating thoughts,50,
suicide urge,50,
self harm urge,50,
Self harm urges,50,
negative thoughts,50,
Jumbled thoughts,50,
feeling energized,50,
feeling depressed,50,
Dread work,50,
Fear of Abandonment,50,
thoughts of self harm,50,
Rejecting Love,50,
Blaming Others,50,
Suicide,50,
invasive thoughts,50,
Emotionally Detached,50,
Existential Crisis,50,
ill temper,50,
Reckless Driving,50,
intrusive images,50,
Fearful,50,
Feeling low,50,
disorganized thoughts,50,
feeling triggered,50,
thoughts of suicide,50,
Self Disgust,50,
Thoughts of self-harm,50,
actively suicidal,50,
Low self-worth,50,
Magical thinking,50,
pride,50,
Sadness or teary,50,
Anger others,50,
Feeling stressed,50,
self blame,50,
Self destructive thoughts,50,
losing voice,50,
ED Thoughts / Behaviours,50,
Feeling high,50,
feeling good,50,
Negative Thinking,50,
extreme emotions,50,
overwhelming sadness,50,
rage attacks,50,
Feeling of impending doom,50,
low self esteem,50,
attitude,50,
fighting,50,
optimism,50,
Unaware Self Harm,50,
anger outbreak,50,
heavy thoughts,50,
uncontrollable emotions,50,
Distressing preoccupation with appearance,50,
Violent thoughts about own body fat,50,
Trouble controlling emotions,50,
thoughts of death/dying,50,
anxious spirals,50,
Heavy Feeling,50,
Intense anger,50,
Sad & Depressed,50,
positive thoughts,50,
mixed moods,50,
Fast Thoughts,50,
Clear thoughts,50,
Urge to self-harm,50,
concussion feeling,50,
overly talkative,50,
Feeling bad about self,50,
Overly self confident,50,
Risky behavior,50,
self confident,50,
difficult orgasm,50,
self love,50,
ocd thoughts,50,
Distressing Event,50,
self loathing,50,
Inappropriate generosity,50,
Intense feelings,50,
internal uneasiness,50,
obtrusive thoughts,50,
emotionally sensitive,50,
dissociation,51,
Energy,51,
low energy,51,
productivity,51,
Lack of energy,51,
nutrient deficiency,51,
creative energy,51,
Energy Level,51,
Balance,51,
oxygen deficiency,51,
bad energy,51,
Excess energy,51,
less energy,51,
fat,51,
energy is good,51,
energy crash,51,
High Energy,51,
no energy,51,
Oxygen Starvation,51,
Energy levels,51,
energy levels in evening,51,
Outbreak,52,
Flu like,52,
Fungal infection,52,
Candida,52,
Sinus infection,52,
urinary tract infection,52,
nasal infection,52,
infection,52,
vaginal yeast infection,52,
ear infections,52,
flu like symptoms,52,
Yeast Infection,52,
tick bite,52,
eyelid infection,52,
infections,52,
upper respiratory infection,52,
flu,52,
Viral Infection,52,
trichomoniasis,52,
flu symptoms,52,
hsv outbreak,52,
Fibro flu,52,
Isolate,52,
tick,52,
virus,52,
viral symptoms,52,
lichens simplex,52,
skin infection,52,
kidney infections,52,
Shedding,52,
cold virus,52,
ear Infection,52,
calves,52,
lethargy,53,
malaise,53,
Post-Exertional Malaise,53,
Night sweats,53,
Chills,53,
Photophobia,53,
profuse sweating,53,
Night sweats acid,53,
day sweats,53,
Rigors,53,
Sudden chills,53,
sweats,53,
Polyphagia,53,
Polyuria,53,
cold sweats,53,
mental/emotional malaise,53,
cold chills,53,
chronic chills,53,
Brain chills,53,
fever chills,53,
myalgia,53,
Post Exertional Malaise,53,
Muscle pain,54,
Muscle spasms,54,
Muscle twitching,54,
muscle weakness,54,
slow reflexes,54,
Post-Shock weakness,54,
Vocal tension,54,
Eye twitch,54,
muscle soreness,54,
diaphragm spasm,54,
back muscle spasm,54,
pelvic floor muscle spasm,54,
Muscle fatigue,54,
Muscle Spasm,54,
Muscle tension,54,
Muscle discomfort,54,
Muscle trembles,54,
Muscle,54,
muscle tightness,54,
Muscle tremors,54,
muscle fasciculations,54,
reflex sympathetic dystrophy,54,
Boggy Muscles,54,
Low muscle tone,54,
acid reflex,54,
scalene muscle tension,54,
Tight muscles,54,
Left eye twitch,54,
head twitch,54,
weak muscles,54,
crawling muscles,54,
Twitching,54,
Painful muscles,54,
bruised muscles,54,
leg muscle spasm,54,
muscle twitch,54,
thigh twitch,54,
neck twitch,54,
foot twitch,54,
reflex,54,
muscle spasm upper back,54,
muscle spasm neck,54,
muscle spasm sh,54,
Kidney Spasms,54,
muscle spasm - R FOOT,54,
muscle spasm - L FOOT,54,
Calf muscle stiffness,54,
calf spasms,54,
Muscle twitches,54,
frog,54,
Jaw muscle spasms,54,
muscles tight,54,
knotted muscles,54,
Muscle Strength / Tone,54,
Muscle jerks,54,
achy muscles,54,
Detrusor contraction,54,
Tense Muscles,54,
Nerve Twitch,54,
benign essential muscle tremors,54,
neck muscle tension,54,
muscle spams,54,
hand twitch,54,
muscular tension,54,
locked muscles,54,
muscle wastage right calf,54,
muscle wastage left calf,54,
Twitches,54,
face muscles twitch,54,
pulled muscles,54,
general muscle weakness,54,
Muscle sp,54,
Muscle Weakness in leg,54,
facial/neck muscle spasms,54,
gag reflex,54,
Left Eyelid Twitch,54,
muscle burn,54,
Crying,55,
bloated,55,
shakiness,55,
weeping angels,55,
Breathless,55,
Feeling nauseas,55,
Dizzy,55,
Lightheaded,55,
Sleepless,55,
skin hurts,55,
Jittery,55,
Disoriented,55,
Thirsty,55,
Trembling,55,
Achy,55,
bouncing,55,
shaky,55,
Weird elbow feeling,55,
Feeling feverish,55,
Fidgety,55,
Crying Spell,55,
Shakes,55,
Unwell / sweaty,55,
Feverish,55,
trouble urinating,55,
dancing,55,
Sweaty hands,55,
restless,55,
uncontrollable crying,55,
clumsy,55,
feeling bloated,55,
Nauseous,55,
tearful,55,
feeling like fainting,55,
crying freak outs,55,
Rumbling tummy,55,
sunburn feeling,55,
Choking feeling,55,
dizzy,55,
Dizzy spell,55,
Buzzing,55,
Weeping,55,
Upset tummy,55,
crying or weeping,55,
doom,55,
Rushing,55,
sleepy,55,
tense,55,
Depressed.,55,
sweaty,55,
Jumpy,55,
hands hurting,55,
Bruised feeling,55,
involuntary gagging,55,
Dizzy spells,55,
Staring,55,
listless,55,
Crashing,55,
lethargic,55,
Shower,55,
weird pebble poop,55,
dropsy,55,
Weird Sensations,55,
quivering,55,
drowsy,55,
Pain woke me,55,
Tripping,55,
hair hurts,55,
Hoarse voice,55,
dislocations,56,
Subluxation,56,
Dislocation,56,
Joint dislocation,56,
subluxations,56,
Hip subluxation,56,
Cervical spine subluxation,56,
Spinal subluxation,56,
hip,56,
screw,56,
Dislocated ankle,56,
carpal tunnel,56,
Knee Locking,56,
Hip Instability,56,
right ankle dislocation,56,
left ankle dislocation,56,
right hip dislocation,56,
left hip dislocation,56,
Cervical Spondylosis,56,
scoliosis,56,
hips,56,
Hip Dislocation,56,
ankle subluxation,56,
hip bursitis,56,
Right Elbow Dislocation,56,
Rib Dislocation,56,
Shoulder Dislocation,56,
Knee Dislocation,56,
full dislocation,56,
patella subluxation,56,
shoulder subluxation,56,
knee buckling,56,
fracture,56,
Rib Subluxations,56,
Hip Subluxations,56,
Joint Subluxations,56,
jaw dislocation,56,
left knee dislocation,56,
Hip Shifting,56,
Rib subluxation,56,
Ankle locking,56,
Stomach cramps,57,
Menstrual cramps,57,
Muscle cramps,57,
muscle aches,57,
soreness,57,
Anal soreness,57,
death cramps,57,
Bowel cramps,57,
Feet cramps,57,
workout soreness,57,
Leg cramps,57,
back pain stomach cramps,57,
Intestinal cramps,57,
colon cramps,57,
hand cramps,57,
muscle cramps lower legs,57,
muscle cramps thighs,57,
Cramping and muscle spasms,57,
Stomach pain and cramps,57,
Side cramps,57,
calf soreness,57,
foot cramps,57,
muscle cramping,57,
muscles cramps,57,
leg cramping,57,
Period cramps,57,
back cramps,57,
calf cramps,57,
finger cramps,57,
Abdominal muscle cramps,57,
muscle headache,57,
Abdominal tremors,57,
thyroid soreness,57,
vaginal cramps,57,
uterine cramps,57,
Gut Cramps,57,
toe cramps,57,
muscular soreness,57,
Foot aches or cramps,57,
gum soreness,57,
pelvic cramps,57,
soreness swallowing,57,
uterine cramp,57,
muscle cramp abdominal,57,
Diaphragm cramps,57,
GI cramping,57,
stomach cramps and irritability,57,
feet cramping,57,
stomach cramp,57,
Cramping Limbs,57,
Muscular aches,57,
hip cramping,57,
painful period cramps,57,
muscle aches arms,57,
muscle aches legs,57,
Rib cramps,57,
Hot flashes,58,
Cold,58,
Cold feet,58,
Cold hands,58,
cold symptoms,58,
Wind,58,
Feeling hot,58,
Too hot,58,
Too cold,58,
cold arms,58,
Hot feet,58,
POTS,58,
Cold intolerance,58,
feeling cold,58,
Cold fingers,58,
Hot flushes,58,
Weather,58,
Heat flashes,58,
Sun burn,58,
heat,58,
Boil,58,
hot flush,58,
ice headache,58,
extremely cold,58,
extremely hot,58,
flash back,58,
hot and cold,58,
icy hot feeling,58,
Warm rush,58,
Cold Sympotoms,58,
POTS dehydration,58,
Cold sores,58,
cold sweat,58,
cold clammy hands,58,
fog,58,
cold or flu,58,
hot at night,58,
hot feet at night,58,
cold feeling,58,
Heat Flash,58,
hot flash or chills,58,
numb cold face,58,
Cold Flashes,58,
weather sentivity,58,
flooding,58,
hot/cold,58,
sweating hot and cold,58,
Ice pick headaches,58,
Warm,58,
cold spells,58,
Hot ears,58,
cold shivers,58,
the cold,58,
under weather,58,
cold and flu like symptoms,58,
medication fog,58,
Cold Limbs,58,
POTS like tachycardia,58,
hot then cold,58,
Ice Stab,58,
hot hands,58,
head cold,58,
pans,58,
cold and flu,58,
cold flash,58,
hot skin,58,
cannot cool down,58,
teeth sensitive to hot and cold,58,
intermittently hot and cold,58,
Hot spot,58,
Joint stiffness,59,
Stiffness,59,
Strength,59,
neck stiffness,59,
Tension,59,
Back stiffness,59,
rib stiffness,59,
Wrist Stiffness,59,
Shoulder stiffness,59,
Hip stiffness,59,
Knee stiffness,59,
Muscle stiffness,59,
leg stiffness,59,
tendon stiffness,59,
tension shoulders,59,
morning joint stiffness,59,
poor grip strength,59,
ankle stiffness,59,
hip twitch,59,
Stiffness in feet,59,
toe stiffness,59,
rigidity,59,
Muscle pain and stiffness,59,
body stiffness,59,
Right knee stiffness,59,
Left knee stiffness,59,
feet stiffness,59,
Upper body stiffness,59,
shoulder tension,59,
jaw stiffness,59,
general stiffness,59,
Overall stiffness,59,
spine stiffness,59,
Elbow stiffness,59,
DIP stiffness,59,
shoulder stiffness and weakness,59,
Restless leg syndrome,60,
Feet Numb,60,
Hands Numb,60,
Legs numb,60,
Feet swelling,60,
numb feet,60,
Legs buckle,60,
Clammy head,60,
Restless legs,60,
Numb Toes,60,
Burnin legs,60,
Heavy legs,60,
numb legs,60,
numb hands,60,
Weak legs,60,
posture,60,
Numbness on legs,60,
weakness on legs,60,
Restless leg,60,
toes numb,60,
painful feet,60,
Tired Legs,60,
Tingling hands / legs,60,
spasms in legs,60,
Weakness in legs,60,
achy legs,60,
Can't move legs,60,
dragging feet,60,
painful hands,60,
stiff legs,60,
bruised feeling muscles,60,
tingling legs and feet,60,
legs twitching,60,
feet and legs numb,60,
cold toes,60,
big tremors,60,
Shooting nerve pain down legs,60,
numb toe,60,
Aching muscles - legs,60,
walking dragging leg,60,
legs swelling,60,
Belly bloat,60,
numb leg,60,
shaky hands,60,
clumsy hands,60,
leg dragging,60,
hands tremble,60,
legs trembling,60,
legs stiff,60,
tight legs,60,
numbness legs and feet,60,
Jelly legs,60,
jumpy legs,60,
toes,60,
painful fingers or toes,60,
shooting pain down legs,60,
achy hands,60,
Flaccid Hang,60,
shaking legs,60,
smelly hands,60,
puffy hands,60,
Blotchy hands and legs,60,
edema feet and legs,60,
Restless night legs,60,
shooting pains in feet,60,
Legs and feet pain,60,
tense shoulders,60,
Achy feet,60,
twitchy legs,60,
numb tongue,60,
legs & feet pain,60,
body tremors,60,
painfull legs,60,
legs hurt,60,
legs hurting,60,
jerky movements,60,
Fibro Pain Legs,60,
achy leg,60,
arm jerking,60,
Sleeping legs,60,
numb fingertips,60,
dulled sensation in legs,60,
Torso Twitching,60,
Leg and feet twitching,60,
Body Temperature Fluctuations,61,
Shaking hands,61,
Shaking,61,
Agitation,61,
over heating,61,
Temperature,61,
low body temperature,61,
Temperature Regulation,61,
confused body temperature,61,
temperature sensitivity,61,
Temperature Fluctuations,61,
Temperature Disregulation,61,
body temperature,61,
basal body temp,61,
Poor temperature regulation,61,
Low basal body temperature,61,
full body shaking,61,
Bath Required,61,
temperature control issue,61,
Elevated temperature,61,
Low Body Temp,61,
Temperature Regulation Problems,61,
high temperature,61,
Temperature Regulation Issues,61,
Temperature control,61,
hands shaking,61,
Temperature dysregulation,61,
atm,61,
standing 15 min,61,
temperature swings,61,
Skin temperature change,61,
Outdoor temp,61,
100.2 temperature,61,
low temp,61,
Body temp dysfunction,61,
Trouble regulating body temp,61,
Body Temperature Change,61,
temperature flushing,61,
trouble regulating body temperature,61,
Room spinning,61,
Low Temperature,61,
humidity intolerance,61,
Tachycardia,62,
Orthostatic Hypotension,62,
hypotension,62,
Supraventricular Tachycardia,62,
Orthostatic Intolerance,62,
Postural hypotension,62,
Presyncope,62,
Syncope,62,
Bradycardia,62,
Hyperventilation,62,
orthostatic tachycardia,62,
Angina,62,
POTS tachycardia,62,
chest flutter,62,
Bad Tachycardia,62,
Arrhythmia,62,
hypoxemia,62,
tachycardia surges,62,
postural tachycardia,62,
tachycardic,62,
Depression,63,
panic attacks,63,
Social anxiety,63,
Mood swings,63,
Mental fatigue,63,
Compulsive Behavior,63,
Compulsive behaviour,63,
Labile mood,63,
Depressed,63,
Gender dysphoria,63,
Hyperactivity,63,
Trauma related anxiety,63,
Low mood,63,
Panic Attack,63,
Fluctuating mood,63,
anxiety level,63,
anxiety attacks,63,
Anxiety ticks,63,
Emotional disorder,63,
Anxiety attack,63,
Mood high,63,
Anxiety - irritability,63,
Anxiety - Worry,63,
Depression - Anhedonia,63,
aggression,63,
obsessive thought patterns,63,
Overall Mood,63,
Performance anxiety,63,
general anxiety,63,
possible delusions,63,
stress or anxiety,63,
mental anxiety,63,
physical anxiety,63,
Depressed Mood,63,
high mood,63,
GI Distress,63,
depression,63,
sickness,63,
Financial anxiety,63,
heart anxiety,63,
anxiety trigger,63,
Panic moment,63,
Mood drop,63,
Anxiety/ low mood,63,
anxiety or low mood,63,
persistent low mood,63,
Mood Changes,63,
Food anxiety,63,
generalized anxiety,63,
irritability or emotional,63,
Good Mood,63,
Behavior disorder,63,
high anxiety,63,
low anxiety,63,
mild depression,63,
severe depression,63,
Moderate depression,63,
Addiction,63,
Depression attack,63,
other dysphoria,63,
bottom dysphoria,63,
social dysphoria,63,
Physical depression,63,
Anxiety @ 3pm,63,
Anxiety @ 2pm,63,
Anxiety @ 1pm,63,
Anxiety @ 12pm,63,
Anxiety @ 11am,63,
Extreme Anxiety,63,
* Anxiety *,63,
social fatigue,63,
Mental Exhaustion,63,
hyperactive,63,
apathy & hopelessness,63,
depressive episode,63,
paralyzing anxiety,63,
hormonal mood swing,63,
memory disorder,63,
obsessive anxious thought spirals,63,
double depression,63,
bad mood,63,
Specific Anxiety,63,
burnout,63,
Anxiety Increase,63,
Autism,63,
anxiety dream,63,
circadian rhythm disorder,63,
Daily Mood,63,
mental,63,
anxiety/depression attack,63,
Anger or irritability,63,
mood disturbance,63,
food cravings,64,
Hunger,64,
Eating problems,64,
Binge eating,64,
Alcohol consumption,64,
smoking,64,
Disordered eating,64,
Craving red meat,64,
Craving salty food,64,
salt craving,64,
Overeating,64,
Sugar craving,64,
Sugar cravings,64,
binge urge,64,
Alcohol urges,64,
Cravings,64,
Chocolate craving,64,
Eating meals,64,
Eating junk,64,
salt cravings,64,
Snacking,64,
Addictive behaviour,64,
junk food craving,64,
drinking thoughts,64,
Craving Carbs,64,
Mindful eating,64,
Bingeing,64,
craving salt,64,
Appetite or binge eating,64,
craving sweets,64,
Trouble Eating,64,
Food craving - sweets,64,
Alcohol,64,
Craving sugar,64,
Hoarding,64,
risky food,64,
Alcohol use,64,
craving food,64,
carb cravings,64,
food aversion,64,
Craving meat,64,
craving spicy foods,64,
excessive eating,64,
craving acid,64,
left wrist pain,65,
right wrist pain,65,
occipital neuralgia,65,
Right Elbow Ache,65,
Thumb pain right,65,
right shoulder pain,65,
left shoulder pain,65,
left foot pain,65,
Right foot pain,65,
Wrist pain left,65,
Wrist pain right,65,
Shoulder pain left,65,
Shoulder pain right,65,
Toe pain left,65,
Toe pain right,65,
Foot pain left,65,
Foot pain right,65,
Ankle pain left,65,
Ankle pain right,65,
right leg weakness,65,
left shoulder ache,65,
Right thumb pain,65,
right leg pain,65,
left leg pain,65,
left elbow pain,65,
right elbow pain,65,
left ankle pain,65,
right ankle pain,65,
Achilles tightness left,65,
Achilles tightness right,65,
Left Foot Numbness,65,
thigh pain left,65,
left thumb pain,65,
sore right wrist,65,
sore left wrist,65,
Right Shoulder/Neck tightness,65,
Front Thigh Pain,65,
left thigh pain,65,
Left elbow ache,65,
right leg numbness,65,
left leg weakness,65,
left leg numbness,65,
rash upper thigh,65,
thigh swelling,65,
Left Bicep Pain,65,
burning right thigh,65,
numbness right leg,65,
numbness left leg,65,
weakness right leg,65,
weakness left leg,65,
right upper leg pain,65,
numbness in left forearm,65,
right armpit pain,65,
Thumb pain left,65,
left groin pain,65,
right foot cramp,65,
Right Wrist/Hand Pain,65,
Left Wrist/Hand Pain,65,
Right Thigh Pain,65,
left knee weakness,65,
Right side hip pain,65,
Left heel pain,65,
Right heel pain,65,
Right scapula pain,65,
left leg burning,65,
Left Ankle Pain.,65,
Right Ankle Pain.,65,
Left Wrist Pain.,65,
Right Wrist Pain.,65,
Right Shoulder Pain.,65,
Left Shoulder Pain.,65,
Upper leg pain,65,
Pain in right shoulder,65,
left neck pain,65,
left thigh tingling,65,
left shoulder blade pain,65,
right tightness,65,
left tightness,65,
Pain left shoulder,65,
Right Foot Numbness,65,
pain right wrist,65,
pain left wrist,65,
pain right shin,65,
pain left shin,65,
Right bicep weakness,65,
Shooting pains left leg,65,
left rib pain,65,
right thigh spasm and pain,65,
left thigh spasm and pain,65,
Occipital headache,65,
left hand/wrist pain,65,
right hand/wrist pain,65,
right ankle/foot pain,65,
left ankle/foot pain,65,
right forefinger pain,65,
left chest shoulder pain,65,
right scapular pain,65,
left leg cramp,65,
right leg cramp,65,
left scapular pain,65,
shooting pain left leg,65,
left knee arthralgia,65,
shooting pain right leg,65,
right neck pain,65,
right shin pain,65,
left shin pain,65,
left toe pain,65,
elbow pain right,65,
elbow pain left,65,
right thigh itchy,65,
right thigh numbness,65,
Left calf numbness,65,
pain left thigh,65,
nerve pain left leg,65,
nerve pain right leg,65,
left shoulder weakness,65,
lower right shoulder pain,65,
bone pain right leg,65,
right shoulder blade pain,65,
right thumb tendon pain,65,
left elbow itch,65,
right elbow itch,65,
Right Groin Pain,65,
right toe pain,65,
left achilles pain,65,
right achilles pain,65,
left plantar fasciitis pain,65,
Vitamin D deficiency,66,
Disequilibrium,66,
Antibodies,66,
low vitamin d,66,
Concentration,66,
iron deficency,66,
Low urine output,66,
High urine output,66,
Impaired Concentration,66,
weak lungs,66,
high antibodies,66,
Very,66,
Low tolerance,66,
Poor concentration,66,
Moderate,66,
Lack of concentration,66,
Frequency,66,
high pulse,66,
high pain levels,66,
low concentration,66,
Low activation,66,
Normal,66,
Activity Level,66,
frequency of urine,66,
stress levels,66,
Low spoon count,66,
Ferritin,66,
Low level headache,66,
heavy lungs,66,
Loss of concentration,66,
low oxygen,66,
Lactic acid,66,
bilirubin elevated,66,
High BP,66,
Dose,66,
O2 level,66,
lack of vitamin d and b12,66,
pulse rate above 80,66,
Calcium deposits,66,
Low Appetite.,66,
Low Sex Drive.,66,
low oxygen levels,66,
protein in urine,66,
lower backpain,66,
low potassium,66,
INR - high,66,
INR - low,66,
high and low,66,
High Output,66,
acid,66,
low bp,66,
Elevated HR,66,
muscle lactat acid,66,
low selfesteem,66,
high ostomy output,66,
Easily raised HR,66,
High HR,66,
vit d,66,
Nausea,67,
Bloating,67,
Vomiting,67,
cramping,67,
aches,67,
Cramps,67,
Tenesmus,67,
Indigestion,67,
Phonophobia,67,
Flatulence,67,
belching,67,
epigastric nausea,67,
nausea,67,
Knot,68,
Brain fog,68,
Ringing in ears,68,
Flare ups,68,
ms hug,68,
pins and needles,68,
Spotting,68,
Metallic taste in the mouth,68,
Crack at left mouth commissure,68,
Flat affect,68,
Broken skin,68,
Bumps on skin,68,
Cross Bite,68,
bleeding in nail beds,68,
body jelly,68,
Light Headed,68,
Spaced out,68,
thick or furry lung feeling,68,
Splitting,68,
Vertical ridges on the fingernails,68,
cant walk in straight line,68,
Swirling patterns,68,
Picking at skin,68,
Skin picking,68,
Stool color & texture changes,68,
Bumps on tongue,68,
Skin breakout,68,
Pass out,68,
Blocked ears,68,
Buzz in ears,68,
burnt out,68,
Head fuzziness,68,
Hotness in face,68,
hair falling out,68,
Blacking out,68,
Actual skin,68,
spaced,68,
Cracks in corner of mouth,68,
Lie down now or fall down,68,
Off balance,68,
Wired,68,
navel and breast hair,68,
Polymorphic light eruption,68,
crawling skin,68,
Fluttering in ear,68,
Toss and Turn,68,
face picking,68,
Difficulty using arms,68,
bed wetting,68,
Out of Breath,68,
skin on fire,68,
Collapsing,68,
passing out,68,
zoning out,68,
pathogical lying,68,
lead vest,68,
Vibrating,68,
Heavy eyes / head,68,
Patches on tongue,68,
full body flare,68,
Skin crawling,68,
face tension,68,
On edge,68,
head fog,68,
skin colour change,68,
balance with eyes closed,68,
tandem gait with eyes closed,68,
thick mucus,68,
pins and needles face,68,
pins and needles arm,68,
pressure in back of head,68,
trapped wind,68,
pressure at the base of the head,68,
Ringing in the Ears,68,
fingernail lines,68,
tight skin,68,
flaking out,68,
Buzz in head,68,
Skin condition - Body,68,
Skin condition - joins,68,
Skin condition - Face,68,
Body image,68,
hot face & ears,68,
electric shocks,68,
opaque discharge,68,
textured discharge,68,
brain fog - hazy,68,
dry eyes - L,68,
spots on back of neck,68,
right eye wander upon waking,68,
Numb and empty,68,
can't keep eyes open,68,
Pass Out Fatigue,68,
Down,68,
Tinnitus / Ear pop,68,
overheating inside,68,
vibrations,68,
slipped disk,68,
Big pores on t zone,68,
Bumps & bruises,68,
walker use,68,
Fixation,68,
Flipped,68,
Ear whooshing in both ears with squinting,68,
Eyes blacking out,68,
tight ski,68,
PERENNIAL RUBBERBAND PULLING,68,
Pins & Needles,68,
tingly or swollen face,68,
needle in eye,68,
heartbeat above 80,68,
swollen trigger points,68,
carpel tunnel - like symptoms,68,
Sharp around the edges,68,
sharp electric pain when using vibrating brush etc.,68,
ribs out of place,68,
Popped Rib.,68,
hair falling out more than normal,68,
spider web sensation on face,68,
new flare up,68,
Irregular Heartrate,68,
thick coating on tongue,68,
swollen face end of day,68,
swollen inside of mouth,68,
tongue coating thick,68,
blood on toilet paper,68,
elevator drop,68,
Distorted body image,68,
veins popping out,68,
thumping in ear,68,
bumps on face,68,
carpel tunnel,68,
bed bound,68,
coughing up color x2,68,
face slide,68,
ears full / popping,68,
blind spots,68,
high pitch ear ringing,68,
burning of ears in the middle of night,68,
Brain vibrations,68,
Picking at fingernails,68,
Cyst pop,68,
needles,68,
traveling throb,68,
light bleed,68,
burning face with freezing body,68,
* Brain Fog *,68,
* Head Pressure *,68,
* Spacing Out *,68,
* Zoning Out *,68,
Fuzzy head,68,
Difficulty winding down,68,
runs,68,
World tilt,68,
Face sag,68,
brain flip,68,
muscle knots back,68,
Preoccupation with plastic surgery,68,
increased wind,68,
spots on forehead,68,
psoriasis on scalp,68,
Ringing of Ears,68,
Passed Out,68,
Moon Face,68,
light flutters in eyes,68,
Eyeball spots,68,
Loose Output,68,
Thick Output,68,
pressure at base of skull,68,
Ingrown hairs - bikini line,68,
cracked corners of mouth,68,
cracking tailbone,68,
inner over-heating,68,
falling down,68,
Big Toe- Constantly Cold and Numb,68,
Headache- base of skull,68,
ghost poop,68,
blood rush in ears,68,
Mucus - thin,68,
Mucus - thick,68,
bump on finger raised or red,68,
Tossing and turning,68,
diminished stool diameter,68,
face spots flare up,68,
Bowl movement,68,
full ears,68,
spotting,68,
eye turning in,68,
ghost touch,68,
between breasts bumps,68,
over stim,68,
thought spiral,68,
Light headed / Have to sit down,68,
Poison Waves,68,
Face flush,68,
noise in ear,68,
Cutting,68,
slight swollen gland left ar night,68,
Cyst on Face infected,68,
electrical shorts in head,68,
left ear feels like fluid running,68,
colour change in foot,68,
Tingles in Face,68,
guts turning,68,
body pulsing,68,
house bound,68,
fingers stiff and stuck in straight position,68,
multiple conditions flaring,68,
Overheating when typing upright,68,
Teeth noticeably shifting,68,
Food stuck above abdomen,68,
Food trapped in esophagus,68,
